"","bcc-csm1-1","BNU-ESM","CanESM2","CCSM4","CESM1-BGC","GFDL-ESM2G","GISS-E2-R","HadGEM2-ES","inmcm4","IPSL-CM5A-LR","MIROC5","MPI-ESM-LR","MRI-CGCM3","NorESM1-M"
"Global",-0.304034162301778,-0.538267879153693,-0.0453009605407715,-0.36152856456495,-0.299402004172933,-0.123778820037842,-0.353323221206665,-0.0536904335021973,-0.223406791687012,0.061400257756159,-0.0188102722167969,-0.0218605995178223,-0.156862139701843,-0.357516992606429
"Rock",-0.331203463433579,-0.3589090435591,-0.0128004550933838,-0.350368712598185,-0.372938773700314,0.00804293155670166,-0.572812795639038,-0.104409217834473,-0.374536514282227,0.0746613157542098,-0.152878999710083,-0.00282573699951172,-0.222808599472046,-0.444568661253668
"ShiftingSand",0.0307588013687616,0.0832920805506236,0.0937561988830566,0.031756637716752,-0.00657170170682853,-0.0388745069503784,0.120934247970581,-0.0521926879882812,-0.0135266780853271,0.0723576053497106,0.0181722640991211,-0.0294654369354248,0.0901222229003906,-0.0123744544818072
"Gelisol",-1.06275102470481,-2.50651191295416,0.0573883056640625,-0.986959624949041,-0.503474590794124,-0.0365886688232422,-0.52759861946106,-0.298858165740967,-0.404516696929932,0.0628732779846972,0.426286697387695,-0.0463771820068359,-0.348503112792969,-0.754705519064018
"Histosol",-0.919492508368881,-1.41749559249377,-0.0858261585235596,-0.886392742755564,-0.718852275600186,-0.0480742454528809,-0.934107065200806,-0.10313081741333,-0.726093173027039,0.0376376320175908,-0.38321852684021,-0.0612003803253174,-0.646716475486755,-0.936710875072036
"Spodosol",-1.27945770152563,-1.59567753537064,-0.566444158554077,-1.05747107777334,-0.919165079452487,-0.224782943725586,-1.19342088699341,-0.140891075134277,-0.885111689567566,0.0417067521184751,-0.407769203186035,-0.028984546661377,-1.04995572566986,-1.08058270053017
"Andisol",-0.386804107724756,-0.425559741097723,-0.411041259765625,-0.406645018791896,-0.375967299271748,-0.246495485305786,-0.391626119613647,-0.0630693435668945,-0.242198824882507,0.0445746715940532,-0.211881995201111,-0.2210932970047,-0.24503755569458,-0.341578288590428
"Oxisol",0.0610465354617262,0.0425228221204441,-0.161554574966431,-0.151352838448123,-0.154368125645971,-0.17191755771637,-0.124893426895142,0.0444886684417725,-0.0576332807540894,0.0576983888861737,-0.0133419036865234,0.0110423564910889,0.0156954526901245,-0.0520794334582877
"Vertisol",0.0335981927984197,0.026539799682737,-0.0199248790740967,-0.170976532572082,-0.180213087836636,-0.233746647834778,-0.00112152099609375,-0.0401773452758789,-0.0338929891586304,0.0637958966838421,0.00076591968536377,-0.0034177303314209,0.0816446542739868,-0.168445472639358
"Aridisol",-0.0483599692616907,-0.0925111298331971,0.0595741271972656,-0.0596560296100699,-0.0822133733576078,-0.0516839027404785,-0.138635635375977,-0.0234127044677734,-0.070531964302063,0.0657945445100081,-0.00297880172729492,-0.0114431381225586,0.00323951244354248,-0.111539971027712
"Ultisol",0.0470080182182349,0.025931949769572,-0.135634183883667,-0.19487994503371,-0.187292535799324,-0.218119621276855,-0.209344387054443,0.055715799331665,-0.0228099822998047,0.0654289877818601,-0.0355155467987061,-0.0269794464111328,0.0359100103378296,-0.139069569719368
"Mollisol",-0.33570437641646,-0.564112834704384,-0.102283477783203,-0.393473957901276,-0.412597028799866,-0.222219705581665,-0.968288660049438,-0.09800124168396,-0.356287121772766,0.0246923905797942,-0.0926706790924072,-0.0237114429473877,-0.299597382545471,-0.575849530560244
"Alfisol",-0.225340316218393,-0.404639502783986,-0.121617317199707,-0.385114817237744,-0.334716293911847,-0.210989952087402,-0.494762659072876,-0.0305581092834473,-0.240274667739868,0.0455970524135245,-0.120941400527954,-0.0106010437011719,-0.187635540962219,-0.380150629990368
"Inceptisol",-0.582588127572004,-0.864003634262913,0.00416803359985352,-0.623637257632971,-0.528224434709934,-0.112250089645386,-0.531300067901611,-0.0860500335693359,-0.44403612613678,0.0557284553528059,-0.0982511043548584,-0.0292460918426514,-0.33551812171936,-0.641285618427273
"Entisol",-0.00697318487201071,-0.0458883139667949,0.0110244750976562,-0.0897175246835422,-0.0935194375442652,-0.0788109302520752,-0.0457527637481689,-0.0086510181427002,-0.0466368198394775,0.0804669912988154,-0.00131940841674805,-0.0124950408935547,0.00382208824157715,-0.0912626950605564
"GreatPlains",-0.596065412035498,-0.772205334891299,-0.108920335769653,-0.678365059253466,-0.690781031978441,-0.369862198829651,-1.05318784713745,-0.148876905441284,-0.248397588729858,-0.0113136848152777,-0.166662216186523,-0.0169429779052734,-0.253575921058655,-0.585123879948364
"PampasPlain",-0.0600529775124685,-0.112161329527159,-0.0362718105316162,-0.255548700268271,-0.310038061313172,-0.162571907043457,-0.431346535682678,-0.268895030021667,-0.0441246032714844,-0.00285217634286039,0.0417400598526001,0.00707924365997314,-0.0571046471595764,-0.311312938638841
"EurasianSteppe",-0.346233795685314,-0.667589721153269,-0.220620632171631,-0.133273582391035,-0.299405376300598,-0.281671285629272,-1.4945924282074,-0.10247015953064,-0.570531606674194,-0.00610353214828496,-0.113315582275391,-0.0611746311187744,-0.736339688301086,-0.451577362831459
"ChinaMoll",-0.28433276131101,-0.394971666708463,0.23509955406189,-0.0619133189885734,-0.326721576143883,-0.225722789764404,-0.995778560638428,-0.0432145595550537,-0.464370369911194,0.0744386953318323,-0.0717160701751709,-0.00298380851745605,0.0936963558197021,-0.515685374930389
